,X,Y
1831,1831,3665
1832,1832,3667
1833,1833,3669
1834,1834,3671
1835,1835,3673
1836,1836,3675
1837,1837,3677
1838,1838,3679
1839,1839,3681
1840,1840,3683
1841,1841,3685
1842,1842,3687
1843,1843,3689
1844,1844,3691
1845,1845,3693
1846,1846,3695
1847,1847,3697
1848,1848,3699
1849,1849,3701
1850,1850,3703
1851,1851,3705
1852,1852,3707
1853,1853,3709
1854,1854,3711
1855,1855,3713
1856,1856,3715
1857,1857,3717
1858,1858,3719
1859,1859,3721
1860,1860,3723
1861,1861,3725
1862,1862,3727
1863,1863,3729
1864,1864,3731
1865,1865,3733
1866,1866,3735
1867,1867,3737
1868,1868,3739
1869,1869,3741
1870,1870,3743
1871,1871,3745
1872,1872,3747
1873,1873,3749
1874,1874,3751
1875,1875,3753
1876,1876,3755
1877,1877,3757
1878,1878,3759
1879,1879,3761
1880,1880,3763
1881,1881,3765
1882,1882,3767
1883,1883,3769
1884,1884,3771
1885,1885,3773
1886,1886,3775
1887,1887,3777
1888,1888,3779
1889,1889,3781
1890,1890,3783
1891,1891,3785
1892,1892,3787
1893,1893,3789
1894,1894,3791
1895,1895,3793
1896,1896,3795
1897,1897,3797
1898,1898,3799
1899,1899,3801
1900,1900,3803
1901,1901,3805
1902,1902,3807
1903,1903,3809
1904,1904,3811
1905,1905,3813
1906,1906,3815
1907,1907,3817
1908,1908,3819
1909,1909,3821
1910,1910,3823
1911,1911,3825
1912,1912,3827
1913,1913,3829
1914,1914,3831
1915,1915,3833
1916,1916,3835
1917,1917,3837
1918,1918,3839
1919,1919,3841
1920,1920,3843
1921,1921,3845
1922,1922,3847
1923,1923,3849
1924,1924,3851
1925,1925,3853
1926,1926,3855
1927,1927,3857
1928,1928,3859
1929,1929,3861
1930,1930,3863
1931,1931,3865
1932,1932,3867
1933,1933,3869
1934,1934,3871
1935,1935,3873
1936,1936,3875
1937,1937,3877
1938,1938,3879
1939,1939,3881
1940,1940,3883
1941,1941,3885
1942,1942,3887
1943,1943,3889
1944,1944,3891
1945,1945,3893
1946,1946,3895
1947,1947,3897
1948,1948,3899
1949,1949,3901
1950,1950,3903
1951,1951,3905
1952,1952,3907
1953,1953,3909
1954,1954,3911
1955,1955,3913
1956,1956,3915
1957,1957,3917
1958,1958,3919
1959,1959,3921
1960,1960,3923
1961,1961,3925
1962,1962,3927
1963,1963,3929
1964,1964,3931
1965,1965,3933
1966,1966,3935
1967,1967,3937
1968,1968,3939
1969,1969,3941
1970,1970,3943
1971,1971,3945
1972,1972,3947
1973,1973,3949
1974,1974,3951
1975,1975,3953
1976,1976,3955
1977,1977,3957
1978,1978,3959
1979,1979,3961
1980,1980,3963
1981,1981,3965
1982,1982,3967
1983,1983,3969
1984,1984,3971
1985,1985,3973
1986,1986,3975
1987,1987,3977
1988,1988,3979
1989,1989,3981
1990,1990,3983
1991,1991,3985
1992,1992,3987
1993,1993,3989
1994,1994,3991
1995,1995,3993
1996,1996,3995
1997,1997,3997
1998,1998,3999
1999,1999,4001
2000,2000,4003
2001,2001,4005
2002,2002,4007
2003,2003,4009
2004,2004,4011
2005,2005,4013
2006,2006,4015
2007,2007,4017
2008,2008,4019
2009,2009,4021
2010,2010,4023
2011,2011,4025
2012,2012,4027
2013,2013,4029
2014,2014,4031
2015,2015,4033
2016,2016,4035
2017,2017,4037
2018,2018,4039
2019,2019,4041
2020,2020,4043
2021,2021,4045
2022,2022,4047
2023,2023,4049
2024,2024,4051
2025,2025,4053
2026,2026,4055
2027,2027,4057
2028,2028,4059
2029,2029,4061
2030,2030,4063
2031,2031,4065
2032,2032,4067
2033,2033,4069
2034,2034,4071
2035,2035,4073
2036,2036,4075
2037,2037,4077
2038,2038,4079
2039,2039,4081
2040,2040,4083
2041,2041,4085
2042,2042,4087
2043,2043,4089
2044,2044,4091
2045,2045,4093
2046,2046,4095
2047,2047,4097
2048,2048,4099
2049,2049,4101
2050,2050,4103
2051,2051,4105
2052,2052,4107
2053,2053,4109
2054,2054,4111
2055,2055,4113
2056,2056,4115
2057,2057,4117
2058,2058,4119
2059,2059,4121
2060,2060,4123
2061,2061,4125
2062,2062,4127
2063,2063,4129
2064,2064,4131
2065,2065,4133
2066,2066,4135
2067,2067,4137
2068,2068,4139
2069,2069,4141
2070,2070,4143
2071,2071,4145
2072,2072,4147
2073,2073,4149
2074,2074,4151
2075,2075,4153
2076,2076,4155
2077,2077,4157
2078,2078,4159
2079,2079,4161
2080,2080,4163
2081,2081,4165
2082,2082,4167
2083,2083,4169
2084,2084,4171
2085,2085,4173
2086,2086,4175
2087,2087,4177
2088,2088,4179
2089,2089,4181
2090,2090,4183
2091,2091,4185
2092,2092,4187
2093,2093,4189
2094,2094,4191
2095,2095,4193
2096,2096,4195
2097,2097,4197
2098,2098,4199
2099,2099,4201
2100,2100,4203
2101,2101,4205
2102,2102,4207
2103,2103,4209
2104,2104,4211
2105,2105,4213
2106,2106,4215
2107,2107,4217
2108,2108,4219
2109,2109,4221
2110,2110,4223
2111,2111,4225
2112,2112,4227
2113,2113,4229
2114,2114,4231
2115,2115,4233
2116,2116,4235
2117,2117,4237
2118,2118,4239
2119,2119,4241
2120,2120,4243
2121,2121,4245
2122,2122,4247
2123,2123,4249
2124,2124,4251
2125,2125,4253
2126,2126,4255
2127,2127,4257
2128,2128,4259
2129,2129,4261
2130,2130,4263
2131,2131,4265
2132,2132,4267
2133,2133,4269
2134,2134,4271
2135,2135,4273
2136,2136,4275
2137,2137,4277
2138,2138,4279
2139,2139,4281
2140,2140,4283
2141,2141,4285
2142,2142,4287
2143,2143,4289
2144,2144,4291
2145,2145,4293
2146,2146,4295
2147,2147,4297
2148,2148,4299
2149,2149,4301
2150,2150,4303
2151,2151,4305
2152,2152,4307
2153,2153,4309
2154,2154,4311
2155,2155,4313
2156,2156,4315
2157,2157,4317
2158,2158,4319
2159,2159,4321
2160,2160,4323
2161,2161,4325
2162,2162,4327
2163,2163,4329
2164,2164,4331
2165,2165,4333
2166,2166,4335
2167,2167,4337
2168,2168,4339
2169,2169,4341
2170,2170,4343
2171,2171,4345
2172,2172,4347
2173,2173,4349
2174,2174,4351
2175,2175,4353
2176,2176,4355
2177,2177,4357
2178,2178,4359
2179,2179,4361
2180,2180,4363
2181,2181,4365
2182,2182,4367
2183,2183,4369
2184,2184,4371
2185,2185,4373
2186,2186,4375
2187,2187,4377
2188,2188,4379
2189,2189,4381
2190,2190,4383
2191,2191,4385
2192,2192,4387
2193,2193,4389
2194,2194,4391
2195,2195,4393
2196,2196,4395
2197,2197,4397
2198,2198,4399
2199,2199,4401
2200,2200,4403
2201,2201,4405
2202,2202,4407
2203,2203,4409
2204,2204,4411
2205,2205,4413
2206,2206,4415
2207,2207,4417
2208,2208,4419
2209,2209,4421
2210,2210,4423
2211,2211,4425
2212,2212,4427
2213,2213,4429
2214,2214,4431
2215,2215,4433
2216,2216,4435
2217,2217,4437
2218,2218,4439
2219,2219,4441
2220,2220,4443
2221,2221,4445
2222,2222,4447
2223,2223,4449
2224,2224,4451
2225,2225,4453
2226,2226,4455
2227,2227,4457
2228,2228,4459
2229,2229,4461
2230,2230,4463
2231,2231,4465
2232,2232,4467
2233,2233,4469
2234,2234,4471
2235,2235,4473
2236,2236,4475
2237,2237,4477
2238,2238,4479
2239,2239,4481
2240,2240,4483
2241,2241,4485
2242,2242,4487
2243,2243,4489
2244,2244,4491
2245,2245,4493
2246,2246,4495
2247,2247,4497
2248,2248,4499
2249,2249,4501
2250,2250,4503
2251,2251,4505
2252,2252,4507
2253,2253,4509
2254,2254,4511
2255,2255,4513
2256,2256,4515
2257,2257,4517
2258,2258,4519
2259,2259,4521
2260,2260,4523
2261,2261,4525
2262,2262,4527
2263,2263,4529
2264,2264,4531
2265,2265,4533
2266,2266,4535
2267,2267,4537
2268,2268,4539
2269,2269,4541
2270,2270,4543
2271,2271,4545
2272,2272,4547
2273,2273,4549
2274,2274,4551
2275,2275,4553
2276,2276,4555
2277,2277,4557
2278,2278,4559
2279,2279,4561
2280,2280,4563
2281,2281,4565
2282,2282,4567
2283,2283,4569
2284,2284,4571
2285,2285,4573
2286,2286,4575
2287,2287,4577
2288,2288,4579
2289,2289,4581
2290,2290,4583
2291,2291,4585
2292,2292,4587
2293,2293,4589
2294,2294,4591
2295,2295,4593
2296,2296,4595
2297,2297,4597
2298,2298,4599
2299,2299,4601
2300,2300,4603
2301,2301,4605
2302,2302,4607
2303,2303,4609
2304,2304,4611
2305,2305,4613
2306,2306,4615
2307,2307,4617
2308,2308,4619
2309,2309,4621
2310,2310,4623
2311,2311,4625
2312,2312,4627
2313,2313,4629
2314,2314,4631
2315,2315,4633
2316,2316,4635
2317,2317,4637
2318,2318,4639
2319,2319,4641
2320,2320,4643
2321,2321,4645
2322,2322,4647
2323,2323,4649
2324,2324,4651
2325,2325,4653
2326,2326,4655
2327,2327,4657
2328,2328,4659
2329,2329,4661
2330,2330,4663
2331,2331,4665
2332,2332,4667
2333,2333,4669
2334,2334,4671
2335,2335,4673
2336,2336,4675
2337,2337,4677
2338,2338,4679
2339,2339,4681
2340,2340,4683
2341,2341,4685
2342,2342,4687
2343,2343,4689
2344,2344,4691
2345,2345,4693
2346,2346,4695
2347,2347,4697
2348,2348,4699
2349,2349,4701
2350,2350,4703
2351,2351,4705
2352,2352,4707
2353,2353,4709
2354,2354,4711
2355,2355,4713
2356,2356,4715
2357,2357,4717
2358,2358,4719
2359,2359,4721
2360,2360,4723
2361,2361,4725
2362,2362,4727
2363,2363,4729
2364,2364,4731
2365,2365,4733
2366,2366,4735
2367,2367,4737
2368,2368,4739
2369,2369,4741
2370,2370,4743
2371,2371,4745
2372,2372,4747
2373,2373,4749
2374,2374,4751
2375,2375,4753
2376,2376,4755
2377,2377,4757
2378,2378,4759
2379,2379,4761
2380,2380,4763
2381,2381,4765
2382,2382,4767
2383,2383,4769
2384,2384,4771
2385,2385,4773
2386,2386,4775
2387,2387,4777
2388,2388,4779
2389,2389,4781
2390,2390,4783
2391,2391,4785
2392,2392,4787
2393,2393,4789
2394,2394,4791
2395,2395,4793
2396,2396,4795
2397,2397,4797
2398,2398,4799
2399,2399,4801
2400,2400,4803
2401,2401,4805
2402,2402,4807
2403,2403,4809
2404,2404,4811
2405,2405,4813
2406,2406,4815
2407,2407,4817
2408,2408,4819
2409,2409,4821
2410,2410,4823
2411,2411,4825
2412,2412,4827
2413,2413,4829
2414,2414,4831
2415,2415,4833
2416,2416,4835
2417,2417,4837
2418,2418,4839
2419,2419,4841
2420,2420,4843
2421,2421,4845
2422,2422,4847
2423,2423,4849
2424,2424,4851
2425,2425,4853
2426,2426,4855
2427,2427,4857
2428,2428,4859
2429,2429,4861
2430,2430,4863
2431,2431,4865
2432,2432,4867
2433,2433,4869
2434,2434,4871
2435,2435,4873
2436,2436,4875
2437,2437,4877
2438,2438,4879
2439,2439,4881
2440,2440,4883
2441,2441,4885
2442,2442,4887
2443,2443,4889
2444,2444,4891
2445,2445,4893
2446,2446,4895
2447,2447,4897
2448,2448,4899
2449,2449,4901
2450,2450,4903
2451,2451,4905
2452,2452,4907
2453,2453,4909
2454,2454,4911
2455,2455,4913
2456,2456,4915
2457,2457,4917
2458,2458,4919
2459,2459,4921
2460,2460,4923
2461,2461,4925
2462,2462,4927
2463,2463,4929
2464,2464,4931
2465,2465,4933
2466,2466,4935
2467,2467,4937
2468,2468,4939
2469,2469,4941
2470,2470,4943
2471,2471,4945
2472,2472,4947
2473,2473,4949
2474,2474,4951
2475,2475,4953
2476,2476,4955
2477,2477,4957
2478,2478,4959
2479,2479,4961
2480,2480,4963
2481,2481,4965
2482,2482,4967
2483,2483,4969
2484,2484,4971
2485,2485,4973
2486,2486,4975
2487,2487,4977
2488,2488,4979
2489,2489,4981
2490,2490,4983
2491,2491,4985
2492,2492,4987
2493,2493,4989
2494,2494,4991
2495,2495,4993
2496,2496,4995
2497,2497,4997
2498,2498,4999
2499,2499,5001
2500,2500,5003
2501,2501,5005
2502,2502,5007
2503,2503,5009
2504,2504,5011
2505,2505,5013
2506,2506,5015
2507,2507,5017
2508,2508,5019
2509,2509,5021
2510,2510,5023
2511,2511,5025
2512,2512,5027
2513,2513,5029
2514,2514,5031
2515,2515,5033
2516,2516,5035
2517,2517,5037
2518,2518,5039
2519,2519,5041
2520,2520,5043
2521,2521,5045
2522,2522,5047
2523,2523,5049
2524,2524,5051
2525,2525,5053
2526,2526,5055
2527,2527,5057
2528,2528,5059
2529,2529,5061
2530,2530,5063
2531,2531,5065
2532,2532,5067
2533,2533,5069
2534,2534,5071
2535,2535,5073
2536,2536,5075
2537,2537,5077
2538,2538,5079
2539,2539,5081
2540,2540,5083
2541,2541,5085
2542,2542,5087
2543,2543,5089
2544,2544,5091
2545,2545,5093
2546,2546,5095
2547,2547,5097
2548,2548,5099
2549,2549,5101
2550,2550,5103
2551,2551,5105
2552,2552,5107
2553,2553,5109
2554,2554,5111
2555,2555,5113
2556,2556,5115
2557,2557,5117
2558,2558,5119
2559,2559,5121
2560,2560,5123
2561,2561,5125
2562,2562,5127
2563,2563,5129
2564,2564,5131
2565,2565,5133
2566,2566,5135
2567,2567,5137
2568,2568,5139
2569,2569,5141
2570,2570,5143
2571,2571,5145
2572,2572,5147
2573,2573,5149
2574,2574,5151
2575,2575,5153
2576,2576,5155
2577,2577,5157
2578,2578,5159
2579,2579,5161
2580,2580,5163
2581,2581,5165
2582,2582,5167
2583,2583,5169
2584,2584,5171
2585,2585,5173
2586,2586,5175
2587,2587,5177
2588,2588,5179
2589,2589,5181
2590,2590,5183
2591,2591,5185
2592,2592,5187
2593,2593,5189
2594,2594,5191
2595,2595,5193
2596,2596,5195
2597,2597,5197
2598,2598,5199
2599,2599,5201
2600,2600,5203
2601,2601,5205
2602,2602,5207
2603,2603,5209
2604,2604,5211
2605,2605,5213
2606,2606,5215
2607,2607,5217
2608,2608,5219
2609,2609,5221
2610,2610,5223
2611,2611,5225
2612,2612,5227
2613,2613,5229
2614,2614,5231
2615,2615,5233
2616,2616,5235
2617,2617,5237
2618,2618,5239
2619,2619,5241
2620,2620,5243
2621,2621,5245
2622,2622,5247
2623,2623,5249
2624,2624,5251
2625,2625,5253
2626,2626,5255
2627,2627,5257
2628,2628,5259
2629,2629,5261
2630,2630,5263
2631,2631,5265
2632,2632,5267
2633,2633,5269
2634,2634,5271
2635,2635,5273
2636,2636,5275
2637,2637,5277
2638,2638,5279
2639,2639,5281
2640,2640,5283
2641,2641,5285
2642,2642,5287
2643,2643,5289
2644,2644,5291
2645,2645,5293
2646,2646,5295
2647,2647,5297
2648,2648,5299
2649,2649,5301
2650,2650,5303
2651,2651,5305
2652,2652,5307
2653,2653,5309
2654,2654,5311
2655,2655,5313
2656,2656,5315
2657,2657,5317
2658,2658,5319
2659,2659,5321
2660,2660,5323
2661,2661,5325
2662,2662,5327
2663,2663,5329
2664,2664,5331
2665,2665,5333
2666,2666,5335
2667,2667,5337
2668,2668,5339
2669,2669,5341
2670,2670,5343
2671,2671,5345
2672,2672,5347
2673,2673,5349
2674,2674,5351
2675,2675,5353
2676,2676,5355
2677,2677,5357
2678,2678,5359
2679,2679,5361
2680,2680,5363
2681,2681,5365
2682,2682,5367
2683,2683,5369
2684,2684,5371
2685,2685,5373
2686,2686,5375
2687,2687,5377
2688,2688,5379
2689,2689,5381
2690,2690,5383
2691,2691,5385
2692,2692,5387
2693,2693,5389
2694,2694,5391
2695,2695,5393
2696,2696,5395
2697,2697,5397
2698,2698,5399
2699,2699,5401
2700,2700,5403
2701,2701,5405
2702,2702,5407
2703,2703,5409
2704,2704,5411
2705,2705,5413
2706,2706,5415
2707,2707,5417
2708,2708,5419
2709,2709,5421
2710,2710,5423
2711,2711,5425
2712,2712,5427
2713,2713,5429
2714,2714,5431
2715,2715,5433
2716,2716,5435
2717,2717,5437
2718,2718,5439
2719,2719,5441
2720,2720,5443
2721,2721,5445
2722,2722,5447
2723,2723,5449
2724,2724,5451
2725,2725,5453
2726,2726,5455
2727,2727,5457
2728,2728,5459
2729,2729,5461
2730,2730,5463
2731,2731,5465
2732,2732,5467
2733,2733,5469
2734,2734,5471
2735,2735,5473
2736,2736,5475
2737,2737,5477
2738,2738,5479
2739,2739,5481
2740,2740,5483
2741,2741,5485
2742,2742,5487
2743,2743,5489
2744,2744,5491
2745,2745,5493
2746,2746,5495
2747,2747,5497
2748,2748,5499
2749,2749,5501
2750,2750,5503
2751,2751,5505
2752,2752,5507
2753,2753,5509
2754,2754,5511
2755,2755,5513
2756,2756,5515
2757,2757,5517
2758,2758,5519
2759,2759,5521
2760,2760,5523
2761,2761,5525
2762,2762,5527
2763,2763,5529
2764,2764,5531
2765,2765,5533
2766,2766,5535
2767,2767,5537
2768,2768,5539
2769,2769,5541
2770,2770,5543
2771,2771,5545
2772,2772,5547
2773,2773,5549
2774,2774,5551
2775,2775,5553
2776,2776,5555
2777,2777,5557
2778,2778,5559
2779,2779,5561
2780,2780,5563
2781,2781,5565
2782,2782,5567
2783,2783,5569
2784,2784,5571
2785,2785,5573
2786,2786,5575
2787,2787,5577
2788,2788,5579
2789,2789,5581
2790,2790,5583
2791,2791,5585
2792,2792,5587
2793,2793,5589
2794,2794,5591
2795,2795,5593
2796,2796,5595
2797,2797,5597
2798,2798,5599
2799,2799,5601
2800,2800,5603
2801,2801,5605
2802,2802,5607
2803,2803,5609
2804,2804,5611
2805,2805,5613
2806,2806,5615
2807,2807,5617
2808,2808,5619
2809,2809,5621
2810,2810,5623
2811,2811,5625
2812,2812,5627
2813,2813,5629
2814,2814,5631
2815,2815,5633
2816,2816,5635
2817,2817,5637
2818,2818,5639
2819,2819,5641
2820,2820,5643
2821,2821,5645
2822,2822,5647
2823,2823,5649
2824,2824,5651
2825,2825,5653
2826,2826,5655
2827,2827,5657
2828,2828,5659
2829,2829,5661
2830,2830,5663
2831,2831,5665
2832,2832,5667
2833,2833,5669
2834,2834,5671
2835,2835,5673
2836,2836,5675
2837,2837,5677
2838,2838,5679
2839,2839,5681
2840,2840,5683
2841,2841,5685
2842,2842,5687
2843,2843,5689
2844,2844,5691
2845,2845,5693
2846,2846,5695
2847,2847,5697
2848,2848,5699
2849,2849,5701
2850,2850,5703
2851,2851,5705
2852,2852,5707
2853,2853,5709
2854,2854,5711
2855,2855,5713
2856,2856,5715
2857,2857,5717
2858,2858,5719
2859,2859,5721
2860,2860,5723
2861,2861,5725
2862,2862,5727
2863,2863,5729
2864,2864,5731
2865,2865,5733
2866,2866,5735
2867,2867,5737
2868,2868,5739
2869,2869,5741
2870,2870,5743
2871,2871,5745
2872,2872,5747
2873,2873,5749
2874,2874,5751
2875,2875,5753
2876,2876,5755
2877,2877,5757
2878,2878,5759
2879,2879,5761
2880,2880,5763
2881,2881,5765
2882,2882,5767
2883,2883,5769
2884,2884,5771
2885,2885,5773
2886,2886,5775
2887,2887,5777
2888,2888,5779
2889,2889,5781
2890,2890,5783
2891,2891,5785
2892,2892,5787
2893,2893,5789
2894,2894,5791
2895,2895,5793
2896,2896,5795
2897,2897,5797
2898,2898,5799
2899,2899,5801
2900,2900,5803
2901,2901,5805
2902,2902,5807
2903,2903,5809
2904,2904,5811
2905,2905,5813
2906,2906,5815
2907,2907,5817
2908,2908,5819
2909,2909,5821
2910,2910,5823
2911,2911,5825
2912,2912,5827
2913,2913,5829
2914,2914,5831
2915,2915,5833
2916,2916,5835
2917,2917,5837
2918,2918,5839
2919,2919,5841
2920,2920,5843
2921,2921,5845
2922,2922,5847
2923,2923,5849
2924,2924,5851
2925,2925,5853
2926,2926,5855
2927,2927,5857
2928,2928,5859
2929,2929,5861
2930,2930,5863
2931,2931,5865
2932,2932,5867
2933,2933,5869
2934,2934,5871
2935,2935,5873
2936,2936,5875
2937,2937,5877
2938,2938,5879
2939,2939,5881
2940,2940,5883
2941,2941,5885
2942,2942,5887
2943,2943,5889
2944,2944,5891
2945,2945,5893
2946,2946,5895
2947,2947,5897
2948,2948,5899
2949,2949,5901
2950,2950,5903
2951,2951,5905
2952,2952,5907
2953,2953,5909
2954,2954,5911
2955,2955,5913
2956,2956,5915
2957,2957,5917
2958,2958,5919
2959,2959,5921
2960,2960,5923
2961,2961,5925
2962,2962,5927
2963,2963,5929
2964,2964,5931
2965,2965,5933
2966,2966,5935
2967,2967,5937
2968,2968,5939
2969,2969,5941
2970,2970,5943
2971,2971,5945
2972,2972,5947
2973,2973,5949
2974,2974,5951
2975,2975,5953
2976,2976,5955
2977,2977,5957
2978,2978,5959
2979,2979,5961
2980,2980,5963
2981,2981,5965
2982,2982,5967
2983,2983,5969
2984,2984,5971
2985,2985,5973
2986,2986,5975
2987,2987,5977
2988,2988,5979
2989,2989,5981
2990,2990,5983
2991,2991,5985
2992,2992,5987
2993,2993,5989
2994,2994,5991
2995,2995,5993
2996,2996,5995
2997,2997,5997
2998,2998,5999
2999,2999,6001
3000,3000,6003
3001,3001,6005
3002,3002,6007
3003,3003,6009
3004,3004,6011
3005,3005,6013
3006,3006,6015
3007,3007,6017
3008,3008,6019
3009,3009,6021
3010,3010,6023
3011,3011,6025
3012,3012,6027
3013,3013,6029
3014,3014,6031
3015,3015,6033
3016,3016,6035
3017,3017,6037
3018,3018,6039
3019,3019,6041
3020,3020,6043
3021,3021,6045
3022,3022,6047
3023,3023,6049
3024,3024,6051
3025,3025,6053
3026,3026,6055
3027,3027,6057
3028,3028,6059
3029,3029,6061
3030,3030,6063
3031,3031,6065
3032,3032,6067
3033,3033,6069
3034,3034,6071
3035,3035,6073
3036,3036,6075
3037,3037,6077
3038,3038,6079
3039,3039,6081
3040,3040,6083
3041,3041,6085
3042,3042,6087
3043,3043,6089
3044,3044,6091
3045,3045,6093
3046,3046,6095
3047,3047,6097
3048,3048,6099
3049,3049,6101
3050,3050,6103
3051,3051,6105
3052,3052,6107
3053,3053,6109
3054,3054,6111
3055,3055,6113
3056,3056,6115
3057,3057,6117
3058,3058,6119
3059,3059,6121
3060,3060,6123
3061,3061,6125
3062,3062,6127
3063,3063,6129
3064,3064,6131
3065,3065,6133
3066,3066,6135
3067,3067,6137
3068,3068,6139
3069,3069,6141
3070,3070,6143
3071,3071,6145
3072,3072,6147
3073,3073,6149
3074,3074,6151
3075,3075,6153
3076,3076,6155
3077,3077,6157
3078,3078,6159
3079,3079,6161
3080,3080,6163
3081,3081,6165
3082,3082,6167
3083,3083,6169
3084,3084,6171
3085,3085,6173
3086,3086,6175
3087,3087,6177
3088,3088,6179
3089,3089,6181
3090,3090,6183
3091,3091,6185
3092,3092,6187
3093,3093,6189
3094,3094,6191
3095,3095,6193
3096,3096,6195
3097,3097,6197
3098,3098,6199
3099,3099,6201
3100,3100,6203
3101,3101,6205
3102,3102,6207
3103,3103,6209
3104,3104,6211
3105,3105,6213
3106,3106,6215
3107,3107,6217
3108,3108,6219
3109,3109,6221
3110,3110,6223
3111,3111,6225
3112,3112,6227
3113,3113,6229
3114,3114,6231
3115,3115,6233
3116,3116,6235
3117,3117,6237
3118,3118,6239
3119,3119,6241
3120,3120,6243
3121,3121,6245
3122,3122,6247
3123,3123,6249
3124,3124,6251
3125,3125,6253
3126,3126,6255
3127,3127,6257
3128,3128,6259
3129,3129,6261
3130,3130,6263
3131,3131,6265
3132,3132,6267
3133,3133,6269
3134,3134,6271
3135,3135,6273
3136,3136,6275
3137,3137,6277
3138,3138,6279
3139,3139,6281
3140,3140,6283
3141,3141,6285
3142,3142,6287
3143,3143,6289
3144,3144,6291
3145,3145,6293
3146,3146,6295
3147,3147,6297
3148,3148,6299
3149,3149,6301
3150,3150,6303
3151,3151,6305
3152,3152,6307
3153,3153,6309
3154,3154,6311
3155,3155,6313
3156,3156,6315
3157,3157,6317
3158,3158,6319
3159,3159,6321
3160,3160,6323
3161,3161,6325
3162,3162,6327
3163,3163,6329
3164,3164,6331
3165,3165,6333
3166,3166,6335
3167,3167,6337
3168,3168,6339
3169,3169,6341
3170,3170,6343
3171,3171,6345
3172,3172,6347
3173,3173,6349
3174,3174,6351
3175,3175,6353
3176,3176,6355
3177,3177,6357
3178,3178,6359
3179,3179,6361
3180,3180,6363
3181,3181,6365
3182,3182,6367
3183,3183,6369
3184,3184,6371
3185,3185,6373
3186,3186,6375
3187,3187,6377
3188,3188,6379
3189,3189,6381
3190,3190,6383
3191,3191,6385
3192,3192,6387
3193,3193,6389
3194,3194,6391
3195,3195,6393
3196,3196,6395
3197,3197,6397
3198,3198,6399
3199,3199,6401
3200,3200,6403
3201,3201,6405
3202,3202,6407
3203,3203,6409
3204,3204,6411
3205,3205,6413
3206,3206,6415
3207,3207,6417
3208,3208,6419
3209,3209,6421
3210,3210,6423
3211,3211,6425
3212,3212,6427
3213,3213,6429
3214,3214,6431
3215,3215,6433
3216,3216,6435
3217,3217,6437
3218,3218,6439
3219,3219,6441
3220,3220,6443
3221,3221,6445
3222,3222,6447
3223,3223,6449
3224,3224,6451
3225,3225,6453
3226,3226,6455
3227,3227,6457
3228,3228,6459
3229,3229,6461
3230,3230,6463
3231,3231,6465
3232,3232,6467
3233,3233,6469
3234,3234,6471
3235,3235,6473
3236,3236,6475
3237,3237,6477
3238,3238,6479
3239,3239,6481
3240,3240,6483
3241,3241,6485
3242,3242,6487
3243,3243,6489
3244,3244,6491
3245,3245,6493
3246,3246,6495
3247,3247,6497
3248,3248,6499
3249,3249,6501
3250,3250,6503
3251,3251,6505
3252,3252,6507
3253,3253,6509
3254,3254,6511
3255,3255,6513
3256,3256,6515
3257,3257,6517
3258,3258,6519
3259,3259,6521
3260,3260,6523
3261,3261,6525
3262,3262,6527
3263,3263,6529
3264,3264,6531
3265,3265,6533
3266,3266,6535
3267,3267,6537
3268,3268,6539
3269,3269,6541
3270,3270,6543
3271,3271,6545
3272,3272,6547
3273,3273,6549
3274,3274,6551
3275,3275,6553
3276,3276,6555
3277,3277,6557
3278,3278,6559
3279,3279,6561
3280,3280,6563
3281,3281,6565
3282,3282,6567
3283,3283,6569
3284,3284,6571
3285,3285,6573
3286,3286,6575
3287,3287,6577
3288,3288,6579
3289,3289,6581
3290,3290,6583
3291,3291,6585
3292,3292,6587
3293,3293,6589
3294,3294,6591
3295,3295,6593
3296,3296,6595
3297,3297,6597
3298,3298,6599
3299,3299,6601
3300,3300,6603
3301,3301,6605
3302,3302,6607
3303,3303,6609
3304,3304,6611
3305,3305,6613
3306,3306,6615
3307,3307,6617
3308,3308,6619
3309,3309,6621
3310,3310,6623
3311,3311,6625
3312,3312,6627
3313,3313,6629
3314,3314,6631
3315,3315,6633
3316,3316,6635
3317,3317,6637
3318,3318,6639
3319,3319,6641
3320,3320,6643
3321,3321,6645
3322,3322,6647
3323,3323,6649
3324,3324,6651
3325,3325,6653
3326,3326,6655
3327,3327,6657
3328,3328,6659
3329,3329,6661
3330,3330,6663
3331,3331,6665
3332,3332,6667
3333,3333,6669
3334,3334,6671
3335,3335,6673
3336,3336,6675
3337,3337,6677
3338,3338,6679
3339,3339,6681
3340,3340,6683
3341,3341,6685
3342,3342,6687
3343,3343,6689
3344,3344,6691
3345,3345,6693
3346,3346,6695
3347,3347,6697
3348,3348,6699
3349,3349,6701
3350,3350,6703
3351,3351,6705
3352,3352,6707
3353,3353,6709
3354,3354,6711
3355,3355,6713
3356,3356,6715
3357,3357,6717
3358,3358,6719
3359,3359,6721
3360,3360,6723
3361,3361,6725
3362,3362,6727
3363,3363,6729
3364,3364,6731
3365,3365,6733
3366,3366,6735
3367,3367,6737
3368,3368,6739
3369,3369,6741
3370,3370,6743
3371,3371,6745
3372,3372,6747
3373,3373,6749
3374,3374,6751
3375,3375,6753
3376,3376,6755
3377,3377,6757
3378,3378,6759
3379,3379,6761
3380,3380,6763
3381,3381,6765
3382,3382,6767
3383,3383,6769
3384,3384,6771
